RC NUMBER,COMPANY NAME,ADDRESS
KW10028,AAPELI TECHNOLOGIES,"NO.10 BASIN ROAD ILORIN , ILORIN SOUTH,KWARA"
1054812,AAPET OIL & GAS LTD,"7,OWELLEIGBODRIVE,,LAGOS,LAGOS"
1475947,AAPEX AFRICA LTD,"1 COMMERCIAL ROAD, ELEGANZA PLAZA, APAPA, LAGOS, NIGERIA"
402950,AAPHAR NIG LTD,"12,OLUAWESTREET,JOYBRINGROAD,IBADAN,OYO"
1307081,AAPIEH ENGINEERING CO. LTD,"NO 1, OWOBU WAY, OFF PATRICK EHIMEN STREET, UGBOR QUARTERS"
OY58638,AAPINESS BUSINESS COMPANY,"NO. 60, ABA ALFA AKOBO OJURIN IBADAN , LAGELU,OYO"
2361740,AAPLTRDNG VENTURES,"NO. 7B, BABCOCK`S MALL, BABCOCK UNIVERSITY"
OY63225,AAPLUS R & D CONSULT,"NO. 9, UNITY STREET, OFF WINNERS WAY, BASHORUN IBADAN , IBADAN NORTH EAST,OYO"
1105649,AAPLUSIT NIG LTD,"2, BANK ROAD, J ALLEN BUS STOP, DUGBE IBADAN , OYO ,"
1342394,AAPO INISA INVESTMENT COMPANY LIMITED,"OLUNISA PALACE, INISA"
2640685,AAPPEMS ENTERPRISES,"40. NNPC DEPOT ROAD, OKE-AFA EJIGBO"
1336259,AAPPUNICH KATELS SERVICES NIGERIA LIMITED,"NO.5 CALVARY ROAD, OKOROMBOKHO TOWN ESTERN OBOLO, AKWA IBOM"
223810,AAPROC NIGERIA LIMITED,"1 IJAIYE STREET, ILASAMAJA , LAGOS ,LAGOS"
465125,AAPRON COMMUNICATIONS LIMITED,"NO1,RUMUIBEKWEROAD,(HOUSINGEST.),P/HARCOURT,RIVERS"
458377,AAPRON SERVICES LIMITED,"1,RUMUKWERREROAD,HOUSINGESTATE,,P/HARCOURT,RIVERS"
2677831,AAPS MEDICS,"53 Victoria street, By Aggrey road"
1524461,AAPSAT GLOBAL LIMITED,No 34 Ope Rubochi Kuje Abuja
726663,AAPSO ENERGY SERVICES LIMITED,"158,HERBERTMACAULAYSTREET,EBUTEMETTA,LAGOS,LAGOS"
2453515,AAPSOD ENTERPRISE,"23, EDWARD AKINTUNDE STREET, PASEDA"
1478115,AAPSOD ENTERPRISE LIMITED,"23, EDWARD AKINTUNDE STREET, PASEDA, AWOYAYA, LAGOS."
888815,AAQ-IBRA NIG LTD,"NO 32 SOUNAJAGUNGBADE STREET, BODIJA, , IBADAN ,OYO"
12221,AAQIBAT LIL-MUTAKEENA SOCIETY OF NIGERIA,"16,ALHAJIMUILISTR.,OREGUN,IKEJALAGOS,IKEJA,LAGOS"
157414,AAR BEE NIGERIA LIMITED,"2,TINUBU SQUARE DEVELOPMENT HOUSE , LAGOS ,LAGOS"
269793,AAR CAPITAL PARTNERS LIMITED,"149/153, BROAD STR, , LAGOS ,LAGOS"
75131,AAR-KAY NIGERIA LIMITED,"ODUDUA ROAD , ILE-IFE ,OSHUN"
95244,AARAGON INVESTMENT NIG LTD,"DA, 43, FEDERAL HOUSING EST. , LAGOS ,LAGOS"
81392,AARAJI NIG LTD,"30, ILEGUN RD., IKOTUN , LAGOS ,LAGOS"
34932,AARDEE NIG LTD,"28. AGORO STR. , LAGOS ,LAGOS"
204842,AARDVARK LTD,"12., CALABAR STR., ADELABU , LAGOS ,LAGOS"
262329,AARE OLA VENTURES LIMITED,"45, IBIKUNLE OYEBANKOP STR., OPEKI , LAGOS ,LAGOS"
395561,AARE ONAKAKANFO INVESTMENTS LIMITED,"25,MOGAJIAREROAD,RINGROAD,IBADAN,OYO"
346878,AARE PETROLEUM LTD,"LUCARDHOUSE1,LUGARD.,AVE.,,IKOYI,LAGOS"
53084,AAREM (R. M. ) NIG LTD,"38 ABIODUN ST. SHOMOLU , LAGOS ,LAGOS"
271671,AARESTHER NIGERIA LIMITED,"12 ISANLU ROAD, AJAO ESTATE , LAGOS ,LAGOS"
268159,AAREX INVESTMENT LTD,"3, OBABIYI STREET IKOTUN ALIMOSHO , LAGOS ,LAGOS"
200776,AARIGHITON VENTURES LTD,"1O, IBEZIM OBI AJUJU STREET , LAGOS ,LAGOS"
5141,AARINE CONSTRUCTIONS LTD,"94,BROADSTR.,LAGOS,LAGOS"
452167,AARINOLA VENTURES NIGERIA LIMITED,"NO.8,LAFELANEOKUTA,AKURE,ONDO"
120144,AARKE INTERNATIONAL LIMITED,"9, CALCUTTA CRESCENT, APAPA , LAGOS ,LAGOS"
452753,AARO INTEGRATED CONCEPTS LIMITED,"COMPREHENSIVEHOSP.RD.OPP.MOSQUE,,IGBOORA,OYO"
262231,AAROLINE INVESTMENT COMPANY LTD,"2, CATHOLIC MISSION, IHUOKPALA VILL. , AGUATA L.G.A. ,ANAMBRA"
59528,AAROM CONSTRUCTION CO. LTD,"34, PALACE RD. , LAGOS ,LAGOS"
13080,AARON & COMPANY LIMITED,"17,WILLIAMSSTR,ONITSHA,ANAMBRA"
283051,AARON -DERON PROPETIES LIMITED,"2A, PROBYN RD., IKOYI , LAGOS ,LAGOS"
198857,AARON ASSCOCIATES LTD,"1, DUTSE CLOSE , KADUNA ,KADUNA"
491681,AARON BROWN NIGERIA LIMITED,"NO.29,OKIGIWEROAD,,ABA,ABIA"
466427,AARON COMMUNICATIONS LIMITED,"48,ADEBAYOMOKUOLA,,ANTHONYVILLAGE,LAGOS"
409234,AARON DE JUNIOR INVESTMENT NIGERIA LIMITED,"57A,BALESTREET,ORILE,IGANMU,LAGOS"
69392,AARON ENGINEERING SERVICES NIG LTD,"6, RUFAI STR., SHOMOLU , LAGOS ,LAGOS"
105041,AARON INTERNATIONAL NIG LTD,"20/1, GANGERE, , JOS ,PLATEAU"
349189,AARON INVESTMENT NIG LTD,"18,AYINKESTREET,LADEYLAIKEGAGADA,GAGADA,LAGOS"
43092,AARON OLA ADEYEYE & SONS LTD,"12, A/DOSUNMU STR, OFF W/AVE. S/LERE , LAGOS ,LAGOS"
54827,AARON SHOMEFUN & SONS LIMITED,"16, ALASE STR, ILISHAN , IJEBU - REMO ,OGUN"
239667,AARON UGBOORE COMMUNITY BANK NIG LTD,"1A-1B ESEEKE RD, ODODE IDANRE , ONDO ,ONDO"
138906,AARON-DANIELS NIGERIA LIMITED,"6, DOSALU STREET EBUTE METTA , LAGOS ,LAGOS"
488579,AARON-M BUSINESS SUPPORTS LIMITED,"NO10USIKAROSTROFFOGIYEDEROAD,WARRI,DELTA"
505240,AARON-M COMPUTERS LIMITED,"10,USIKAROSTREET,,WARRI,DELTA"
210612,AARONEX INVESTMENTS LTD,"5, PLOT 9O, AJOROBOGUN STR. , LAGOS ,LAGOS"
175681,AARONIA NIGERIA LIMITED,"BLK 147, FLT 2, LCE, ALAKA IPONRI , LAGOS ,LAGOS"
457046,AARONIQUE ENGINEERING SERVICES LIMITED,"OPIAGBEDEHOUSE1,UKUREREST,DDPAH/E,UGBORIKOKO-EFFURUN,DELTA"
496248,AARONTILUSA NIGERIA LIMITED,"30EYESANSTROKUMAGBA,WARRI,DELTA"
355897,AAROS NIG LTD,"54,STADIUMROAD,ILORIN,KWARA"
488958,AARRAFA CONCEPT LIMITED,"3,MISSIONQTRSFALUGUYUKL.G.A.,GUYUK,ADAMAWA"
493792,AART (THE) OF LIFE FOUNDATION LTDGTE,"E/HOUSE18THFLR,214BROADSTREET,LAGOS,LAGOS"
59664,AARTEE LIMITED,"N6/318, ELIZABETH ROAD, MOKOLA , IBADAN ,OYO"
136528,AARTEL INTERNATIONAL LIMITED,"48, IKORODU ROAD, FADEYI , LAGOS ,LAGOS"
465207,AARTI PLAST SYSTEM INDUSTRIES LIMITED,"19A,OYADIRANESTATE,YABA,LAGOS"
499767,AARTI STEEL (NIGERIA) LIMITED,"SUITE414,4THFLOOR,8/10BROADSTREET,LAGOS,LAGOS"
457625,AARTI STRIPS (NIGERIA) LIMITED,"233,IKORODUROAD,,ILUPEJU,LAGOS"
401732,AARVEE INVESTMENT NIGERIA LIMITED,"KILOMETRE 38 AGEGE MOTOR ROAD IKEJA, LAGOS"
96029,AARVEE PLASTICS LTD,"55, APONGBON STR., , LAGOS ,LAGOS"
295152,AARYOU LIMITED,"NO.9/11GBAJUMOSTREET,.,LAGOS,LAGOS"
1141180,AAS AND BBS TECHNICAL NIG LTD,"195,CHIMEAVENU,ENEWHAVEN.,ENUGU,ENUGU"
287257,AAS AND S INVESTMENT LIMITED,"41, CREEK ROAD, APAPA. , LAGOS ,LAGOS"
1227810,AAS CONCEPT & LOGISTICS LTD,"NO. GA 5 KASTINA HOUSING ESTATE, MACUMFASHI"
2050258,AAS CONSULTANTS,"3,SAMSONOLATUNJIAVENUE,,IKORODU,,LAGOS."
2037326,AAS DREDGING PLANTS (NIG) ENTERPRISES,"NO.10,ADEBOLABENSONSTREET,IPAKODO,,IKORODU,,LAGOS."
452748,AAS GLOBAL RESOURCES LIMITED,"NO 7B, AWUDU EKEPHA BOULERVAND,LEKKI PHASE 1, LAGOS"
743589,AAS INTERCONTINENTAL SERVICES LTD,"NO1ADEWUNMISTREETATOYOVIA-IJEBUITELE,IJEBU-ITELE,OGUN"
865710,AAS MABARUKAT INVESTMENT CO LTD,"1JIKAMSHITOWN,KATSINA,KATSINA"
124397,AAS NIGERIA LIMITED,"TSE ITI MBAYION , GBOKO ,BENUE"
1276875,AAS SECURITY MANAGEMENT & CONSULTANCY SERVICES LIMITED,"AAS COMPLEX, OFF MOBILE POLICE FORCE BARRACKS ROAD, TIONSHA-MAKURDI"
2181177,AAS SOLICITORS,"BLOCKA,FLAT2,MEDIUMZONE,IJAIYEHOUSINGESTATE,OPPOSITEW.D.C,NEARPENCINEMA,,AGEGE,,LAGOS,"
326349,AAS TECHNOLOGIES LIMITED,"20OLUOYICLOSE,AKOWONJO,LAGOS"
1177137,AAS TRANSPORT AND GENERAL SERVICES LTD,"NO. 3, TUDUN WADA AREA NULL NULL, KOKO ,KEBBI"
616663,AAS-PELE NIGERIA LIMITED,"NO.1,ADEBAYOAJAIGBECRESCENT,OSOGBO,OSUN"
2034196,AASA GARMENTS AND STORE,"23,DESMONDSTREET,,AKUTE,,OGUN."
2034197,AASA PRINTING COMPANY,"NO.30,AKEJUSTREET,,SOMOLU,,LAGOS."
2040223,AASA WHYTE VENTURES,"107,GASKIYACOLLEGEROAD,,IJORABADIA,,LAGOS."
889032,AASAL (NIG.) ENTERPRISES,"2, UMAR BAKANIKE SHOP,,MARINDA -SARKA , KONTAGORA,NIGER"
898262,AASALAM NIGERIA ENTERPRISES,"58,ONDO STREET,IJAYE , OGBA,LAGOS"
438186,AASAM NIGERIA LIMITED,"NO.3/4,DAMBOAROAD,MAIDUGURI,BORNU"
15949,AASCA NIGERIA LIMITED,"PLOT 9, LADIPO AVENUE IKEJA , LAGOS ,LAGOS"
459615,AASCOM ENGINEERINGS,", KADUNA,KADUNA"
91987,AASCOM INTERNATIONAL COMPANY LIMITED,"PLOT 3B, TORO RD. , KADUNA ,KADUNA"
2140450,AASEDO TECHNICAL SERVICES,"19,OLUYEMISTREETOFFCOUNTYHOSPITALOFFCOUNTYBUSSTOP,AGUDA,OGBA,IKEJA,LAGOS"
2171715,AASEEY'S PLACE,"NO.6,NOUCKCHOTTSTREET,WUSEZONE1,ABUJA,F.C.T."
918148,AASER KREATIVE PROJECT LIMITED,"SHOP C 23, SHOPPING MALL AREA 11 GARKI , ABUJA ,F C T"
410905,AASFAT INVESTMENT LIMITED,"9,OLUWAJOBASTR.,OFFIBEFUNSTR.,IBEF,ALAPERE,LAGOS"
189488,AASHA NIG LIMITED,"29, BALOGUN STREET , LAGOS ,LAGOS"
893591,AASHATCO ENTERPRISES,"B/26 BADOKO EGAYI -,AJAUKUTA , ADOGO,KOGI"
258050,AASHIRWAD TEXTILES LIMITED,"25, IMOTOTO STR, S/LERE, , LAGOS ,LAGOS"
262796,AASIM ENTS.,"N6/139 SABO QUARTERS , IBADAN,OYO"
323440,AASIM NIGERIA LIMITED,"NO.35,MURTALAMOHAMMEDWAY,KANO,KANO"
251936,AASIM TRAVEL AGENCY LTD,"NO. 86, HAUSAWA QUARTERS , KANO ,KANO"
429719,AASIS RESOURCES NIGERIA LIMITED,"ABIDHJANSTREET,NOKK12,,KADUNA,KADUNA"
441435,AASIYA IMRAN INTERNATIONAL LIMITED,"FLAT7,20,IBRAHIMTAIWOROAD,KANO,KANO"
610463,AASKUS POWER SYSTEMS LIMITED,"NO.5,ADEYINKASTREET,ILUPEJUESTATE,,ILUPEJU,LAGOS"
2010319,AASKUS PROMOTION AND DISTRIBUTION,"17B,DAKARROAD,G.R.A.,APAPA,LAGOS"
942572,AASMA INTERGRATED SERVICES LIMITED,"34 KIRIKI RD OLODI , OLODI ,LAGOS"
420414,AASMAZYK NIGERIA LIMITED,"NO4,FED.LOWCOSTALONGTASHANDUKKURD,,GOMBE,GOMBE"
368620,AASO ENTERPRISES LIMITED,"Z24T,ZARMAGANDABUKURUROAD,,JOS,PLATEAU"
398032,AASOP INVESTMENT NIGERIA LIMITED,"PLOTG10,GUDUDIST.PHASEII,SITEI,KUBWA,ABUJA,FCT"
1047130,AASS MULTI TRADE LTD,"NO.282GWAMMAJAQUARTERS,,KANO,KANO"
24802,AASSAA COMPANY LIMITED,"42, TOKUNBO STR. , YABA ,LAGOS"
658554,AASSEED LIMITED,"PLOT25,OKAAKOKOCLOSEGARKIII,ABUJA,FCT"
1216371,AASTEAM NIGERIA LIMITED,"13 PONLE STREET , EGBEDA ,LAGOS"
1244260,AASTINOLD KONSULT LTD,"19, THOMAS SANKARA STREET ASOKORO"
917954,AASTRON DISTINCT SOLUTIONS LTD,"NO 11 AJAO ROAD, OFF ADENIYI JONES AVENUE , IKEJA ,LAGOS"
458345,AASU OSHANG & SONS,"9, ZARIA CRES.,JOS , JOS,PLATEAU"
638223,AASUA DANKAWU FARMS VENTURES NIG LIMITED,"N0.12,SANNIADEWALESTREET,OFFBREADFRUITSTREE,BALOGUN,LAGOS,LAGOS"
675116,AASYL VENTURES LIMITED,"SHOP6KEMIADEDEJIPLAZABORIKIRI,PORTHARCOURT,RIVERS"
NOT YET ASSIGNED,AAT AGRO PROCESSING,"Klm 5, Camp - Alabata Road, Egbeda Abeokuta"
652799,AAT ALEX DEJI AND COMPANY,"3 CONARKY AVENUE,MALALI LOW COST , KADUNA,KADUNA"
2260088,AAT ASSOCIATES CONSULTANT,"16,EMMANUELSTREET,OFFOGUDUROAD,,OGUDU,,LAGOS,"
1193288,AAT ASSOCIATES CONSULTANTS LIMITED,"16, EMMANUEL STREET, OFF OGUDU ROAD, OJODU NULL NULL, LAGOS ,LAGOS"
729402,AAT CONCEPT SERVICES NIGERIA LIMITED,"56,ADEFISANSTREET,CATERPILARJUNCTIONIJEBU-ODE,IJEBU-ODE,OGUN"
715198,AAT CONTRACTING LIMITED,"69,TALABIADENIYIALABA,KETU,KETU,LAGOS"
2176006,AAT ELECTRICAL SOLUTIONS COMPANY,"NO.2,AYODELELANE,FIYINFOLUWA,OPPOSITESCHOOLOFNURSING,ADEBAYOROAD,,ADO-EKITI,,EKITI,"
1277286,AAT ENGINEERING AND CONSTRUCTION LIMITED,56 IORCHIA AYU ROAD WURUKUM
1538658,AAT INTEGRATED MEDIA LIMITED,"HOUSE 5, ALHAJI ODUNAYO ESTATE, JUMOFAK"
302098,AAT NIG ENTS.,"30 MAJARO STR , LAGOS,LAGOS"
292947,AAT PHARMACEUTICAL LIMITED,"38, IGBOGBO ROAD IKORODU , LAGOS ,LAGOS"
2010352,AAT STITCHES VENTURES,"3,AKINSANYASTREET,OFFSHIPEOLUSTREET,OPPOSITELAREXHOTEL,,PALMGROVE,,LAGOS."
2322016,AAT WELDTECH,"6, AWEE STREET, OFF SHEBIOTIMO, IJEGUN"
1388050,AAT-ANDREA GLOBAL LTD,"HOUSE 20, F.O WILLIAMS STREET, LIFE CAMP"
443403,AATA ENERGY (NIGERIA) LIMITED,"24,KADIRIST.,OFFCLEGGSTREEET,SURULERE,LAGOS"
2279178,AATA ENTERPRISES,"PLT3,BLK2,OLOKUWOLACRESCENT,SOLEBOESTATE,,IKORODU,,LAGOS."
NOT YET ASSIGNED,AATARAH FASHION WORLD,"No 7, Adewole, Ilorin"
69720,AATEC NIGERIA LIMITED,"15, OTTA RD. ORILE AGEGE , LAGOS ,LAGOS"
229553,AATECO NIGERIA LIMITED,"30 SHOWUNMI STREET, MUSHIN , LAGOS ,LAGOS"
731068,AATEEQ TRADE LIMITED,"502,NAIBAWAPIPELINELAYOUT,KANO,KANO"
241804,AATEH LTD,"38-40, STRACHAN STR, , LAGOS ,LAGOS"
2165922,AATEMS VENTURES,"18,BROWNSTREET,,OSHODI,,LAGOS."
224295,AATFOB INVESTMENTS LIMITED,"13 , ADEDOYIN STREET, KETU , LAGOS ,LAGOS"
2584238,AATH ASSOCIATES,"BLOCK 492, FLAT 4, JAKANDE ESTATE"
188991,AATH NIG LTD,"24, ISHOLA STR., S/LERE , LAGOS ,LAGOS"
2495887,AATI PARTNERS,"20, U.I/ OJOO ROAD, OPPOSITE UI POST OFFICE, UI"
1373504,AATIC LOGISTICS SERVICES LTD,"NO. 8/10, IDEMILI DRIVE INDEPENDENCE LAYOUT"
935300,AATIM STANDARD VISION NIG LTD,"NO. 2, DAN KABO CLOSE, OFF BARRACK ROAD OLD G.R.A , MAIDUGURI ,BORNO"
1027772,AATJ INTERNATIONAL VENTURES LTD,"29,salvationarmyroad,isolo,lagos,lagos"
1316191,AATKINS SECURITY AND FACILITY MANAGEMENT LIMITED,"NO. 51, JIMI OSHO STREET, EJIGBO"
1190474,AATL ENGINEERING COMPANY LTD,"12, ABIODUN OSHOWOLE STREET, OFF AMORE STREET, NULL NULL, IKEJA, ,LAGOS."
748116,AATL OIL & GAS COMPANY LIMITED,"NO3ADEDOTUNDINAMENDEMARYLAND,LAGOS,LAGOS"
1471722,AATMA INDUSTRIES LTD,"NO. 17-28, KOLAWOLE SONIBARE STREET, AJAO ESTATE, LAGOS."
1390693,AATN GLOBAL RESOURCES LIMITED,NO 5 BOMBAY CRESCENT APAPA
429363,AATO ENTS.,"11 ABULE -ISESHA RD , YABA,LAGOS"
1020270,AATO INTERNATIONAL TRAINING LIMITED,"H327,IKOTASHOPPINGCOMPLEX,VGCLEKKIEPEEXPRESSWAY,LAGOS,LAGOS"
299455,AATO STEV ELECT. ENGR. & COY.,"RIJIA DOROWA AREA , SOKOTO,SOKOTO"
206099,AATODEL INTERNATIONAL CO. LTD,"12, STRANCHAN STR. , LAGOS ,LAGOS"
161563,AATOE NOMINEES NIGERIA LIMITED,"7, AKINREMI STREET, IKEJA LAGOS , LAGOS ,LAGOS"
2587982,AATOOKE GLOBAL ENTERPRISES,"NO 3, FEMI ALPHA STREET, COMMAND MEIRAN"
1518285,AATOOS BEN LIMITED,FIRST GATE DADIN KOWA OPPOSITE COCIN CHURCH JOS
2052702,AATR CLASSIC VENTURES,"NO.10,OGUNTONACRESCENT,GBAGADAPHASE1,,GBAGADA,,LAGOS."
31306,AATRA ASSOCIATES NIGERIA LIMITED,"12, BODE THOMAS ST., SURULERE , LAGOS ,LAGOS"
2226245,AATRAL INTEGRATED SERVICES,"1A,THOMASLANIYANSTREET,OFFIKORODUROAD,,IDIRIKOB/STOP,,LAGOS,"
666580,AATSCO ABU TECH SER NIG,"1, ONIPEDE STR,OFF ABORISHADE RD, L , ,LAGOS"
248069,AATT VENTURES LIMITED,"19, BENSTHER STR., AKOWONJO AGEGE, LAGOS , LAGOS ,LAGOS"
237525,AATTC. ENGINEERING CO. LTD,"1ST FLOOR 334, ABEOKUTA EXPRESS RD. , ABULE-EGBA ,LAGOS"
341198,AATTEN INVESTMENTS LTD,"NO.270, TOTAL GOSPEL ROAD, OFF PETER ODILI ROAD, PORT HARCOURT RIVERS"
1222126,AATUC SHELTERS LIMITED,"NO. 3, RUVUMA STREET, MAITAMA"
2092579,AATZM NIGERIA ENTERPRISES,"26,OSHIPITANSTREETPEDRO,BARIGA,LAGOS"
500047,AAU AND I LIMITED,"14,STADIUMROAD,,BENIN,EDO"
856735,AAU AUTOS LIMITED,"37,EZENEIAVENUE,ASABA,DELTA"
NOT YET ASSIGNED,AAU BOUTIQUE AND BARBING SALOON,No.8 Yan kekuna Daurayi Babba
1452470,AAU CONSTRUCTION SYSTEM LTD,"EN355, PRINCESS OLIVIA STREET, AMAC ESTATE SABON LUGBE, ABUJA-FCT."
1452189,AAU ENERGY LIMITED,"EN355, PRINCESS OLIVIA STREET, AMAC ESTATE SABON LUGBE, ABUJA-FCT."
2751388,AAU FARMS AND GENERAL CONTRACTS,NO 5 SABON GARI DAN HONNU2
473385,AAU INTERNATIONAL NIGERIA LIMITED,"14,ADEGOKEST.,OFFA.MASHA,SURUYLERE,LAGOS"
2414322,AAU NICE GLOBAL ENTERPRISES,"NO 1, OHWEFE STREET, OLD UGHELLI WARRI ROAD, ERUEMUKOHWARIEN TOWN"
959891,AAU NIGERIA ENTERPRISES,"GOD FIRST SHOPPING COMPLEX, 16 ADEGBITE ST.,AGBOWO , IBDAN,OYO"
2860526,AAU PARTITIONS & CEILINGS,"NUMBER 15B, SIR TONNY EROMOSELEY STREET, PARKVIEWS"
1226158,AAU ROMI GLOBAL NIG LIMITED,"NO. 8, MAIDUGURI ROAD"
2145456,AAU SERVICES,"14,UNITYROAD,OSAPA,,LEKKI,,LAGOS"
2565642,AAU VEGETABLE OIL,"LAGASA PHASE II, LOSORO-LAKOWE,, IBEJU LEKKI"
731265,AAUA SPRING WATER LIMITED,"1611ADEBOLAHOPEWELLST.VICTORIAISLAND,LAGOS,LAGOS"
656618,AAUGDOM & BROS ENT,"SKP 157 KUA RD,SAIKO ARE , MINNA,NIGER"
2286131,AAUGUDEIN-SIME INTERNATIONAL ENTERPRISES,"NO. 1, CENTRAL AVENUE, , PORT HARCOURT, ,RIVERS."
379215,AAUGY TECHNICAL ORGANISATION CO.,"6 OKANLAWON AJAYI ST.,,S/LERE., , ,LAGOS"
2760048,AAUMERA POWER TECHNOLOGIES,"7 BRIGADIER MOHAMMED GARBA CLOSE, TSAUNIN KURA, SABO GRA, KADUNA, KADUNA STATE."
2246331,AAUSTWEARS ENTERPRISES,"18, OLABODE ALUKO STREET, OLOJOJO BUS STOP, , OWOROSOKI, ,LAGOS STATE."
1063018,AAV GLOBAL RESOURCES LIMITED,"block1,flat1,road103,ekekihousingestate,phase2,,abuja,fct"
1058399,AAVEREM-SHIENA NIG. LTD,"24ULALISASTREET,GBOKO,BENUE"
2418932,AAVETTA VENTURES,"1B, IKOGWE CRESCENT,SARI -IGANMU ROAD"
120555,AAVEWILLS NIG LTD,"4, CHRISTOPHER WAY, OBELE ODAN , LAGOS ,LAGOS"
334864,AAVI VAULTS LTD,"70,ABAROAD,PORTHARCOURT,RIVERS"
2486541,AAVIC GOLDENGATE SCHOOL,"5, OLUWASIJI STREET"
697827,AAVICTO NIGERIA LIMITED,"58, OGUNLANA DRIVE, SURULERE, LAGOS STATE"
990436,AAVIDELLA NIGERIA LIMITED,"NO10GOBACLOSEWUSE2,ABUJA,FCT"
NOT YET ASSIGNED,AAVILL GLOBAL LTD,"HOUSE 5, DRIVE 5, PRINCE AND PRINCESS ESTATE"
1006775,AAVO OIL LIMITED,"ELUGHUNKPOROSTR.,OHAFIALGA,OHAFIA,ABIA"
1319049,AAVSO INTERNATIONAL LIMITED,"118, TENANT ROAD, ABA"
NOT YET ASSIGNED,AAVY PHARMACEUTICALS LIMITED,
231722,AAWAD OIL NIGERIA LIMITED,"52 ATA'S COMPOUND OKE-ESO AIYETORO , IBADAN ,OYO"
191974,AAWAN (NIG) LTD,"4, EDE STR, OFF OBGUNABALI RD, , P/HARCOURT ,RIVERS"
2478193,AAWENI FARMS,"NO 3, BUARI STREET"
697897,AAXAL OFFSHORE SERVICES (NIG) LIMITED,"NO. 31 ADEMOLA STREET, S.W. IKOYI"
KD37662,AAY & SONS,"SHED NO. 6/7 ARCHIMODEZ MEGA PLAZA GOMBE ROAD KADUNA , KADUNA,KADUNA"
2184904,AAY - TEE VENTURES,"17,SHAKITISTREET,,LAGOSISLAND,,LAGOS."
708846,AAY -CEE OIL & GAS INDUSTRIES LTD,"PLOT48,OAKLANDCENTRE,AGUYIIRONSIWAYMAITAMA,ABUJA,FCT"
2962275,AAY CEE DESIGNS,"ROAD 9, HOUSE 8 TRANS-EKULU, ENUGU STATE"
842887,AAY CONCEPTS LIMITED,"72VICTORIASTREETOFFOGUDURDOJOTA,LAGOS,LAGOS"
1501477,AAY ENGINEERING LIMITED,"NO. 114, FUNSHO WILLIAMS AVENUE, SURULERE"
2918586,AAY FASHIONISTA,"4, AWOJOODU CLOSE, IJU-ISHAGA"
2465628,AAY GALI CLEANING SERVICES,"NO.29, IBRAHIM BAKO HOUSING ESTATE"
2325533,AAY GENERAL ENTERPRISES,NO.2 DANLADI AUYO HOUSE FAGGE D2 WAPA
1107299,AAY KAY ENTERTAINMENT STUDIOS LTD,"BLOCK 108 POST SERVICE HOUSING ESTATE OJO , LAGOS ,"
2897724,AAY KOYA AGRO ALLIED GENERAL ENTERPRISES,"NO.1554 TAGARJI TUDUN MURTALA QUARTERS, NASARAWA L.G.A"
2812794,AAY MAIKIFI MULTI-TRADE VENTURES,"NO. 1, YANKIFI MARKET CO-OPERATIVE, ZARIA ROAD"
2754984,AAY SALZAK AND BROTHERS,NO.2/3 IBB WAY
866051,AAY WESTERN CONSTRUCTIONS & COMPUTERS NIGERIA LIMITED,"NO5OLULEYEST,UTAKO,FCT"
739492,AAYA COMM. ENTS.,"10, IFE RD. , ANKPA,BENUE"
913527,AAYA COMMERCIAL ENTS.,"12, ALI AKILU ST. , MAKURDI,BENUE"
2956705,AAYAN FURNITURE & ELECTRONICS VENTURES,"NO. 3, OJEWUNMI STREET, EPE"
1425438,AAYAN-IVORY LIMITED,"PLOT 3, OFFA CLOSE, OFF OYO STREET, AREA 2, SECTION 1, GARKI"
2681134,AAYASHAK MERCHANT,177 mammaga Hotoro Quartes
784826,AAYATORR GLOBAL RESOURCES LIMITED,"NO.23,OJUSTREET,WADATAWARD,ABUJA,FCT"
68426,AAYATULLAH EMINENT VOLUNTEER FOUNDATION,"NO1ALHAJISULEIMONKEULERECOMP.,ADO-ODO,OGUN"
1185569,AAYATULLAH EMIRATE NIG. LIMITED,"NO 1 ALHAJI SULEIMAN KEULERE COMPOUND NULL NULL, ADO-ODO ,OGUN"
258445,AAYBAN NIGLTD,"3, NUSIRAT LASISI STR, ISLO , LAGOS ,LAGOS"
2950496,AAYE'S DELIGHT CAKES AND EVENTS,"Number 1 ,henry harrison street, ungwan boro"
2034172,AAYEM VENTURES,"30,AKEJAROAD,,AGODOEGBE,,LAGOS."
395266,AAYEMI NIGERIA LIMITED,"2,MARKETRD.,OPPOSITECOMM.BANK,,ILUPEJU,EKITI"
819411,AAYEWA NIG ENTS.,"92 KAJOLA ST,IWO EXPRESS RD , IBADAN,OYO"
2779573,AAYIDU ROYAL LOGISTICS ENTERPRISE,No. 37 Karimu Laka Street
95616,AAYJAY NIGERIA LIMITED,"20, ADENIYI STR, , LAGOS ,LAGOS"
744815,AAYMOX OIL AND GAS LTD,"NO.2,ABIDJANCRESCENTUNGWARRIMI,ZARIA,KADUNA"
2783411,AAYO - OKAN ELECTRICAL COMPANY,"3, OYEDOKUN STREET, IGBONA"
2188253,AAYO JESU AND THE TRIUMPHANT VOICES INT'L,"NO.2,HOTSPORTBUILDING,OPP.ST.PAUL'SDEMONSTRATION,N/PSCHOOLONIKOLOBO,ABEOKUTA,,OGUN"
448284,AAYOJOHN NIGERIA LIMITED,"125BLKFLTALAKALSDPCSCEMEII,SURULERE,LAGOS"
